10631,3 9 10 14 21 24 32 35 41 45 48 52 56 62 68 72 77 81 85 88 90 91 
10630,19 30 32 35 43 48 60 62 66 70 73 74 75 77 82 83 88 96 
10991,2 8 13 14 25 37 50 53 65 70 92 98 
10990,1 20 24 29 33 41 45 46 47 57 62 63 79 82 84 85 86 
10199,2 6 7 18 25 26 36 41 46 48 51 52 55 67 68 71 92 94 97 
10198,5 24 25 29 33 35 42 45 49 50 55 70 79 83 90 97 98 
10197,2 4 7 11 17 21 23 24 28 33 42 43 50 55 61 67 70 77 79 81 83 84 
10196,2 4 5 8 17 22 25 27 28 29 45 48 49 54 67 77 91 100 
10195,3 5 13 14 15 18 19 20 35 37 38 40 42 43 48 55 57 61 72 76 77 78 80 83 95 96 99 
10194,1 5 6 19 20 27 29 31 35 37 53 65 66 67 71 73 77 80 86 89 90 91 98 
10193,1 9 14 23 31 32 34 40 42 60 63 66 69 76 88 91 94 100 
10192,2 4 10 15 17 19 34 35 37 41 45 48 55 57 58 72 74 77 86 91 93 94 95 98 99 
10191,2 3 7 10 11 14 18 20 29 31 44 48 50 65 66 67 70 71 75 79 83 91 95 97 
10190,8 14 23 43 44 48 51 59 61 65 66 67 74 81 82 84 96 97 
10629,6 12 14 15 19 25 28 34 36 38 46 54 60 66 68 77 78 88 89 90 94 
10628,2 6 8 18 22 24 35 37 46 53 62 73 74 77 85 86 90 96 97 99 
10989,2 4 16 17 20 21 27 28 39 40 43 44 46 48 55 64 66 71 73 80 98 100 
10988,4 7 11 15 19 24 25 26 35 42 43 65 71 76 90 91 94 
10627,4 6 13 16 18 20 25 29 33 36 48 51 55 60 61 67 68 71 73 80 87 88 89 91 97 
10626,1 5 9 10 13 17 22 23 24 31 32 46 51 52 53 60 62 64 66 74 75 76 81 83 90 92 93 94 96 100 
10987,3 33 35 38 48 51 58 59 63 68 83 86 89 91 92 93 95 96 97 
10625,5 17 18 31 32 45 46 50 53 62 63 71 74 77 91 94 
10986,1 11 15 33 42 53 56 58 61 72 76 77 91 96 98 100 
10624,1 4 7 9 10 12 23 24 28 31 42 45 47 61 65 67 77 81 87 88 94 96 
10985,1 5 7 10 11 13 17 21 23 30 39 41 45 48 52 56 65 70 71 74 97 
10623,2 7 8 9 15 18 20 22 23 27 30 33 41 44 46 47 67 71 78 84 89 95 96 97 98 
10984,1 8 10 11 13 14 15 20 28 31 44 45 54 62 66 68 77 84 87 94 
10983,4 8 17 24 26 33 42 47 50 57 66 69 72 73 77 85 87 90 94 98 
10622,4 7 10 27 31 32 33 36 40 41 45 56 59 64 66 79 86 94 96 99 
10621,3 6 24 27 34 35 40 44 58 69 77 81 83 91 
10982,3 12 13 18 19 26 27 28 36 44 48 50 54 57 63 66 72 90 96 100 
10620,4 8 17 20 22 23 27 28 32 37 39 41 45 55 62 67 68 86 91 96 100 
10981,1 3 9 14 20 22 26 30 31 38 39 44 47 58 59 70 75 82 97 
10980,10 13 28 29 33 37 44 45 52 56 68 72 75 89 94 100 
10189,3 4 8 9 10 15 18 19 28 31 34 51 53 57 62 73 74 79 91 99 
10188,1 3 7 12 13 16 18 22 26 27 31 43 44 46 55 58 59 62 65 70 71 76 78 79 83 90 93 95 98 
10187,3 6 7 15 26 27 40 45 47 50 54 57 59 60 67 77 84 87 91 
10186,2 3 4 12 21 27 34 41 49 50 58 62 65 73 75 78 86 87 89 97 99 
10185,11 14 18 25 27 32 33 59 64 68 70 74 83 86 93 
10184,1 10 11 18 20 23 26 40 42 45 55 59 66 68 70 77 81 
10183,3 8 13 16 21 22 23 24 70 73 83 85 88 89 99 
10182,2 11 12 18 22 28 30 32 38 40 56 66 67 78 82 84 91 100 
10181,3 11 29 30 38 41 46 55 56 59 66 68 72 73 79 80 81 90 97 100 
10180,2 5 15 16 25 35 42 47 55 56 57 65 70 88 90 91 93 94 
10619,19 22 26 30 37 45 46 58 64 68 69 82 86 90 92 97 98 
10618,8 20 24 30 32 34 46 59 61 62 66 70 71 72 73 78 84 85 90 93 97 
10979,1 6 16 18 26 37 43 51 60 72 76 89 98 
10617,15 20 23 25 35 36 37 52 55 64 71 72 76 82 84 89 90 100 
10978,3 11 12 13 19 20 27 40 41 50 52 55 56 57 64 65 67 68 73 76 77 80 81 84 90 97 
10616,21 22 27 31 32 35 41 46 49 57 60 68 70 74 80 90 94 97 99 
10977,1 6 14 20 26 35 36 44 54 58 61 71 77 87 93 97 
10615,1 5 6 16 19 33 38 43 44 50 52 53 56 65 66 74 84 89 90 94 97 98 
10976,1 2 6 14 26 31 37 53 55 59 67 68 79 84 88 89 91 92 94 97 98 
10614,1 14 15 16 19 23 24 25 31 35 39 49 61 66 77 89 90 93 98 100 
10975,1 13 16 17 18 29 36 38 40 45 47 48 50 53 71 72 79 84 85 86 90 97 100 
10974,15 19 21 29 30 36 47 51 57 64 68 69 73 75 85 93 97 99 
10613,4 5 24 25 35 40 41 52 53 56 58 60 65 69 72 75 78 83 86 90 98 
10612,10 15 18 21 23 26 27 37 41 51 57 67 70 78 80 87 88 
10973,1 11 22 23 25 31 36 40 47 48 50 59 61 70 76 93 
10611,1 11 13 21 23 27 36 41 50 63 64 71 74 77 84 85 
10972,2 6 9 17 23 24 25 28 29 30 43 47 49 55 63 79 80 95 99 
10971,6 12 16 20 21 23 26 27 29 32 57 58 59 61 64 66 68 70 71 72 86 89 
10610,2 5 6 7 18 28 29 30 39 46 47 60 62 63 66 81 82 90 92 99 
10970,6 19 22 25 26 30 42 44 48 53 58 59 62 66 72 76 77 83 84 94 
10179,2 5 11 18 22 23 24 33 49 50 51 55 57 60 74 82 85 88 92 94 
10178,1 3 7 10 13 15 19 21 31 32 47 51 54 57 59 63 69 77 89 99 
10177,5 8 14 18 23 24 34 39 47 51 60 64 69 74 76 80 83 95 99 
10176,5 20 24 38 43 44 47 52 55 60 63 70 76 78 85 86 99 
10175,3 15 16 24 25 43 55 65 69 77 99 
10174,1 5 12 18 24 25 26 27 36 38 42 45 47 53 56 63 66 67 76 79 87 88 92 94 96 97 100 
10173,7 8 11 14 21 28 41 50 54 57 70 72 73 80 90 92 99 
10172,1 18 19 20 28 32 34 36 40 42 43 44 46 48 55 60 62 67 77 82 84 85 88 89 92 95 96 98 
10171,2 8 9 13 14 16 19 30 35 37 44 58 68 70 71 80 83 87 100 
10170,7 8 16 19 22 30 31 35 39 40 42 46 47 49 57 58 60 69 71 72 75 80 83 87 97 
10609,6 14 17 18 27 28 33 35 52 53 58 63 69 70 72 80 81 85 88 90 94 96 
10608,9 11 14 19 25 42 46 47 54 62 64 65 68 78 84 94 98 
10969,6 9 17 18 30 37 40 42 43 46 56 64 73 81 83 86 92 97 
10968,7 27 34 37 38 52 55 57 58 63 65 68 74 76 77 87 98 
10607,2 3 4 9 10 13 15 19 22 34 38 39 45 48 63 64 65 69 74 82 84 99 
10606,1 2 3 8 17 23 35 36 38 40 43 51 56 59 62 66 75 76 80 81 89 95 97 
10967,2 3 18 26 29 35 37 38 54 62 66 73 79 87 89 98 
10605,5 13 16 27 31 36 37 43 45 46 52 55 57 64 68 69 82 84 88 97 100 
10966,2 11 17 22 23 24 35 37 38 40 59 66 72 81 86 87 94 97 
10965,6 18 24 32 39 40 43 47 57 60 75 80 88 89 91 96 98 
10604,1 12 19 23 33 34 36 43 45 46 48 50 52 53 54 55 77 79 80 87 88 89 91 92 98 100 
10603,1 8 24 41 44 54 56 58 59 63 65 76 86 88 92 94 
10964,1 5 7 16 20 23 41 49 52 56 58 63 65 66 72 78 82 85 87 95 97 99 
10602,2 7 8 10 23 32 34 45 47 50 57 61 62 64 69 74 77 80 83 85 93 97 
10963,2 6 8 10 12 37 43 44 46 69 70 79 87 91 95 97 100 
10601,8 14 22 24 27 43 45 47 51 56 57 58 64 66 67 72 73 80 81 82 83 89 92 
10962,3 17 19 25 31 38 40 54 56 61 67 70 75 78 90 95 96 
10600,12 14 18 25 40 45 49 52 55 60 62 63 65 66 67 76 85 91 92 94 97 
10961,4 26 27 34 44 47 48 52 60 63 68 69 77 82 86 95 
10960,1 2 5 20 25 26 30 32 36 52 59 61 64 67 68 70 75 77 78 90 91 92 100 
10169,5 11 15 18 22 23 26 28 37 44 47 54 55 72 73 75 76 82 88 95 97 99 100 
10168,5 7 11 20 25 28 30 31 38 40 42 46 58 73 76 80 81 90 95 100 
10167,1 5 10 24 34 43 50 59 64 66 76 83 87 92 94 
10166,6 19 23 26 27 28 31 32 33 35 37 38 43 54 57 63 65 70 83 84 86 96 97 98 99 
10165,2 3 7 9 10 16 23 35 36 38 46 50 53 54 55 58 61 66 70 75 83 89 91 
10164,6 7 22 23 27 31 34 35 41 43 45 57 58 65 67 71 77 80 82 83 89 100 
10163,2 3 6 20 21 23 48 56 87 91 
10162,4 10 23 29 31 32 36 42 43 46 51 53 58 59 69 71 78 98 99 
10161,7 13 14 27 33 35 43 45 53 56 57 62 76 78 79 82 92 94 
10160,7 11 14 16 20 25 26 27 33 38 41 43 51 53 57 59 68 76 78 83 90 93 
10959,17 18 20 23 33 40 54 55 59 72 75 79 85 86 94 96 
10958,4 6 15 20 30 33 34 47 56 61 63 69 71 74 79 82 84 96 99 
10957,3 5 11 14 16 24 37 38 41 43 44 54 56 59 67 72 73 74 82 86 90 93 94 
10956,1 16 19 22 29 30 33 35 36 40 42 46 53 58 59 76 77 78 79 83 84 91 93 94 96 
10955,5 8 10 11 12 13 17 29 31 46 49 50 61 63 69 73 84 85 86 96 98 
10954,1 11 18 20 21 30 32 40 43 45 63 79 90 100 
10953,16 25 28 31 32 36 37 45 55 63 66 74 78 89 92 94 99 
10952,6 14 15 17 19 32 38 39 41 48 53 55 57 58 65 75 78 79 87 90 93 
10951,7 15 17 20 22 42 52 58 60 64 65 75 77 86 88 
10950,6 9 16 17 19 20 22 32 38 42 46 47 65 68 76 77 84 100 
10159,12 14 15 19 24 38 41 50 51 52 55 57 58 64 90 96 
10158,7 10 14 34 35 39 46 54 58 62 65 66 68 71 72 80 85 87 88 90 95 99 
10157,11 13 22 24 29 30 31 39 40 42 50 62 67 75 76 82 85 87 88 89 91 96 
10156,1 7 14 20 22 26 28 39 40 46 51 53 59 70 80 91 92 95 96 
10155,6 12 13 24 25 26 36 37 41 45 48 49 51 53 61 65 69 72 80 89 90 94 95 
10154,4 5 6 8 13 24 27 30 35 42 44 49 54 61 65 74 82 83 85 86 91 95 97 
10153,7 11 20 29 35 40 43 44 45 52 53 55 56 57 61 62 72 87 
10152,10 12 14 15 16 18 24 32 33 39 41 48 51 57 59 60 61 68 85 87 95 
10151,4 6 8 14 19 22 24 26 32 37 48 55 56 69 79 86 87 90 99 
10150,5 8 9 10 15 19 26 28 29 31 34 39 46 49 56 57 59 62 69 77 81 99 
10949,1 15 18 19 21 24 25 26 27 36 46 48 50 58 61 69 70 73 79 96 98 99 100 
10948,4 7 8 9 11 18 19 24 26 37 41 48 53 54 55 56 64 65 67 70 79 80 82 87 93 94 95 96 
10947,2 5 7 10 15 25 26 31 33 38 50 57 61 62 69 71 85 88 89 93 
10946,17 19 28 33 34 43 54 57 63 65 67 73 74 75 88 96 98 
10945,2 12 14 26 28 45 52 53 54 62 63 75 78 82 85 96 
10944,2 5 11 26 28 30 54 74 83 87 91 92 97 
10943,19 22 30 31 36 44 67 70 71 87 
10942,7 8 20 22 25 29 44 46 49 73 79 81 85 91 99 
10941,13 25 28 29 32 41 48 54 56 59 69 86 90 
10940,12 14 20 21 23 24 31 36 37 39 41 44 48 54 56 57 66 68 69 70 73 77 81 86 100 
10149,2 4 9 27 29 30 32 33 34 46 52 53 58 65 74 79 90 97 99 
10148,7 13 21 24 26 28 29 32 33 34 36 47 50 63 69 73 79 86 94 100 
10147,4 11 16 32 36 45 63 64 65 74 83 85 92 
10146,1 8 18 23 30 32 37 44 51 53 55 56 57 60 70 80 83 88 91 95 100 
10145,1 5 8 21 23 27 30 31 34 36 53 54 62 67 71 74 91 97 
10144,15 17 23 26 30 32 33 35 36 45 51 55 67 69 70 75 83 87 90 92 94 99 
10143,6 13 14 17 23 32 37 38 42 45 46 47 50 54 62 71 77 86 89 90 93 98 100 
10142,3 8 20 26 29 34 36 42 44 45 53 56 57 59 65 67 74 76 80 82 85 88 91 96 
10141,13 15 30 53 60 67 76 78 81 85 87 90 100 
10140,2 7 8 11 16 21 29 30 34 35 42 46 65 83 87 90 92 94 
10939,5 10 12 24 27 30 33 42 49 51 56 58 62 67 68 74 77 79 83 90 93 
10938,8 9 34 42 46 47 48 51 56 61 63 88 98 
10937,1 5 11 24 30 35 47 57 61 64 77 80 82 83 84 
10936,2 6 8 12 22 28 35 36 38 39 46 48 49 53 57 66 74 76 85 95 
10935,6 8 9 12 14 15 21 24 27 30 31 33 34 42 47 64 76 84 86 87 91 92 99 
10934,4 6 11 13 14 25 35 36 40 41 45 46 48 49 54 55 56 65 83 87 92 93 95 97 
10933,1 7 10 19 27 32 36 39 45 46 50 58 61 71 77 83 85 94 95 96 97 
10932,8 15 20 25 29 34 35 40 41 48 60 65 68 70 75 80 83 85 86 94 95 100 
10931,1 5 8 12 18 22 24 25 29 30 31 33 42 50 52 56 57 60 64 71 77 81 86 88 96 
10930,9 10 11 14 17 22 24 40 51 56 61 65 70 73 75 95 96 97 
10139,1 4 5 11 12 18 20 24 34 36 39 40 43 52 55 56 59 60 66 75 77 93 94 95 97 
10138,1 5 7 8 17 25 28 32 33 35 40 48 50 52 53 54 55 72 75 76 77 78 82 87 91 97 99 
10499,1 3 9 18 23 27 28 29 48 52 60 61 63 65 66 68 71 76 77 78 87 90 
10137,11 14 21 24 34 43 46 52 57 64 67 73 75 78 79 84 91 94 
10498,3 4 18 19 22 26 33 37 46 51 59 65 69 71 75 76 80 82 91 92 95 99 
10136,11 13 17 22 38 39 55 62 63 67 68 71 73 74 75 95 
10497,2 3 6 8 17 22 23 26 32 46 48 53 56 59 60 64 67 68 73 81 89 91 92 94 95 99 
10135,8 10 12 13 26 32 35 37 41 44 47 48 51 57 65 67 74 75 84 86 90 92 95 99 100 
10496,4 6 13 20 27 31 33 38 42 44 49 53 57 58 64 65 74 79 86 87 88 99 
10134,1 15 19 32 33 39 40 53 54 56 58 65 66 75 78 80 87 89 98 99 100 
10495,3 5 6 7 11 19 24 28 30 44 46 58 60 68 71 73 74 76 83 84 90 94 98 
10133,1 4 12 13 18 19 20 23 31 34 40 48 49 58 60 71 72 76 79 85 88 97 
10494,1 2 21 22 23 24 31 42 43 45 47 49 55 61 63 66 68 69 78 86 96 98 
10132,4 12 22 28 33 35 46 48 53 55 64 66 67 71 82 83 84 88 89 90 94 
10493,2 17 19 23 29 35 42 43 51 56 61 71 74 76 78 79 81 83 88 89 93 94 98 
10131,14 17 21 27 32 35 47 52 59 70 78 86 97 98 
10492,7 8 10 12 13 16 23 28 35 36 45 46 55 58 70 73 81 86 94 98 99 
10130,4 13 14 24 25 26 28 29 31 42 44 45 49 51 52 54 57 59 60 65 67 69 72 89 91 93 
10491,2 6 7 9 12 29 39 40 47 52 64 66 73 94 96 
10490,1 4 7 13 17 23 25 41 45 49 52 56 57 64 75 76 88 95 96 100 
10929,3 4 6 16 23 26 33 41 42 58 63 71 73 75 76 82 87 
10928,4 6 9 44 45 62 64 74 86 90 93 95 96 
10927,13 16 26 27 32 34 41 43 50 51 57 64 72 76 79 81 82 84 91 99 
10926,6 10 13 28 29 46 75 78 85 89 
10925,5 16 25 27 31 32 47 48 50 66 71 73 74 81 86 97 100 
10924,21 24 25 36 37 39 43 44 51 52 60 65 66 76 78 82 84 97 
10923,11 17 21 25 27 39 51 54 62 69 77 78 80 82 87 94 100 
10922,2 4 13 22 28 46 59 78 84 86 
10921,15 17 27 36 42 45 46 51 62 66 68 71 83 89 90 93 
10920,4 6 9 10 20 23 28 39 42 43 44 48 50 65 71 84 86 95 99 100 
10129,1 7 13 15 16 19 32 37 44 46 48 61 66 67 70 78 79 89 95 99 
10128,24 25 38 44 47 48 52 53 66 70 72 74 78 79 85 88 93 95 99 100 
10489,16 17 20 26 32 33 37 41 47 49 54 71 78 81 83 96 
10127,3 5 12 15 16 18 22 28 31 33 35 38 47 52 54 56 57 59 65 66 70 74 81 84 85 92 
10488,2 9 17 23 29 31 32 33 39 40 45 51 55 64 70 89 91 
10487,5 6 21 25 30 33 37 42 47 58 66 70 74 75 76 89 92 95 97 
10126,4 10 14 18 31 41 44 49 57 64 69 76 77 90 
10486,12 17 19 20 23 37 42 43 44 45 48 59 70 78 80 83 84 85 86 88 89 94 
10125,3 4 9 12 14 16 17 37 39 56 60 62 66 68 70 74 75 90 93 98 99 
10485,8 21 22 24 26 27 28 31 35 37 38 44 46 53 66 74 85 94 96 97 
10124,8 25 29 32 42 55 60 66 72 73 74 76 78 82 83 93 95 
10484,7 15 18 22 39 42 45 46 55 56 62 67 69 72 73 77 79 81 94 95 99 
10123,1 3 5 12 28 30 38 40 42 43 47 55 62 66 73 79 81 84 85 88 90 93 
10122,1 3 4 5 6 18 30 31 32 36 39 41 44 45 54 60 80 82 84 85 95 97 98 99 100 
10483,4 5 10 19 29 33 41 55 56 57 58 70 72 80 84 93 
10482,16 18 28 43 44 45 47 50 51 78 87 88 93 97 100 
10121,7 11 13 15 17 19 24 31 42 51 70 74 79 83 86 89 94 96 97 99 100 
10481,23 30 34 41 48 66 67 83 92 99 
10120,11 13 18 19 29 30 31 41 42 49 54 56 66 72 76 82 85 86 100 
10480,7 11 17 29 32 37 48 49 52 54 56 66 69 72 76 89 91 98 100 
10919,16 19 20 24 26 30 35 39 49 60 63 64 73 77 79 81 94 98 
10918,17 29 30 35 39 49 51 56 60 64 71 76 78 81 84 94 100 
10917,2 4 6 8 9 11 14 15 17 25 26 28 29 30 33 34 41 48 54 56 59 65 67 69 72 75 87 89 95 98 100 
10916,3 5 7 20 26 29 40 43 51 60 61 68 69 70 75 77 94 95 97 
10915,1 10 13 15 16 17 26 27 32 34 36 37 39 45 47 66 68 73 79 82 84 85 98 
10914,14 17 26 32 37 40 46 52 58 64 65 70 72 74 79 83 84 95 
10913,2 8 10 15 16 17 33 34 37 42 43 45 52 62 69 77 78 81 87 96 97 99 100 
10912,5 6 8 9 16 25 26 28 34 39 40 42 52 55 56 59 60 62 64 65 68 80 81 83 85 99 
10911,4 5 7 11 18 22 26 39 50 51 53 64 71 73 74 75 82 85 97 98 
10910,2 3 5 6 9 11 20 24 37 38 49 51 60 68 74 76 89 93 
10119,4 16 21 24 25 29 35 37 40 44 45 50 53 55 62 77 91 92 95 96 
10118,5 11 15 16 21 22 28 31 36 38 43 48 49 54 61 63 66 69 74 78 80 81 83 91 92 99 
10479,4 14 16 18 34 38 50 52 57 58 64 65 68 73 77 79 80 95 
10117,4 9 12 13 22 29 30 31 32 36 38 43 44 46 51 53 58 59 77 82 85 88 
10478,2 5 9 20 21 23 24 31 34 36 37 38 39 40 46 53 60 63 66 79 81 92 99 
10477,7 15 29 31 35 43 44 45 47 52 56 61 63 64 69 72 79 83 92 96 
10116,1 4 8 10 14 15 16 19 20 23 26 27 30 31 34 35 36 44 51 59 66 79 90 92 
10115,9 16 17 20 21 35 37 41 52 53 62 65 69 70 92 98 99 
10476,1 8 13 17 18 21 22 27 34 44 46 48 50 60 66 68 70 73 76 80 87 94 95 99 
10475,10 19 20 35 44 47 49 53 54 63 67 73 77 97 100 
10114,1 6 13 16 17 21 28 30 34 35 36 38 39 43 46 48 51 57 58 59 61 62 64 74 81 86 87 92 95 
10474,6 10 13 16 17 22 23 25 27 28 29 46 47 49 50 51 52 55 56 62 73 74 83 86 94 
10113,6 11 24 33 40 44 45 53 59 62 70 77 82 83 90 
10473,9 13 18 23 26 27 32 33 35 42 59 65 69 79 81 93 94 98 
10112,2 3 23 28 29 32 33 39 42 49 51 58 60 62 72 75 78 87 92 99 100 
10472,6 8 27 29 32 35 45 46 54 55 64 68 80 83 84 86 94 96 
10111,1 7 8 9 12 20 25 34 37 40 49 54 57 60 61 82 92 
10110,4 5 9 14 18 26 39 40 49 52 57 58 69 72 75 82 83 90 95 98 100 
10471,1 2 4 5 8 10 15 16 23 25 27 32 34 37 45 56 57 58 64 65 66 68 72 84 86 88 89 94 95 100 
10470,1 2 6 9 12 16 30 39 40 49 52 54 56 61 65 73 85 92 96 98 
10909,5 7 11 17 20 23 36 40 44 47 52 73 77 78 84 87 89 91 98 
10908,8 10 12 16 23 25 30 42 43 47 77 
10907,1 7 9 28 32 42 45 46 49 55 84 86 87 97 
10906,1 3 9 11 23 28 36 39 46 49 54 61 70 71 72 74 80 85 91 96 97 99 100 
10905,3 10 26 29 30 34 39 49 50 58 59 61 69 72 75 84 91 
10904,1 11 21 25 47 48 51 66 67 71 72 74 86 89 92 97 99 
10903,4 6 10 20 25 27 29 33 42 43 46 54 66 71 77 78 83 85 87 94 97 98 
10902,5 14 20 21 27 30 33 41 47 50 51 55 57 62 63 65 67 71 79 83 86 93 95 100 
10901,1 2 13 17 29 33 38 39 40 46 48 65 67 71 95 
10900,3 4 5 7 12 14 23 30 35 41 44 49 51 61 64 67 85 94 98 99 
10109,1 13 22 23 31 39 40 43 45 52 55 56 61 62 67 69 72 74 75 88 99 
10108,8 9 16 20 22 24 42 43 47 60 63 73 74 83 84 95 96 98 99 
10469,2 4 5 10 25 27 29 30 32 39 41 47 51 55 64 66 72 73 83 84 85 96 98 
10107,4 8 9 13 23 24 30 46 49 51 57 63 64 65 69 79 80 81 85 87 89 92 95 97 
10468,1 2 8 9 24 29 42 44 47 59 71 74 80 86 99 100 
10106,3 23 29 31 34 39 45 49 50 64 67 69 75 79 84 93 94 96 97 99 
10467,4 12 13 27 30 31 48 51 57 61 62 65 66 67 68 75 81 82 90 97 
10105,2 3 5 9 13 17 18 19 22 26 37 67 69 72 78 82 87 
10466,3 11 16 20 31 38 52 60 61 62 79 82 83 95 98 100 
10104,4 8 9 14 20 24 26 27 34 37 40 41 46 49 53 65 68 71 72 77 78 80 82 83 85 86 89 91 92 96 97 98 
10465,1 5 6 16 22 26 27 37 51 65 75 82 83 93 96 97 99 
10103,5 10 11 22 27 29 35 36 38 40 45 56 61 64 78 82 94 98 
10464,2 4 5 6 10 12 13 15 27 29 30 37 49 56 57 81 85 87 91 93 95 99 
10463,10 16 21 30 32 34 35 37 38 46 48 51 56 58 71 72 77 84 94 95 
10102,3 4 6 12 14 19 20 27 31 41 53 55 60 66 73 79 80 84 85 86 91 92 93 99 100 
10101,6 7 11 24 25 29 35 40 45 51 73 74 75 88 90 92 93 95 98 99 
10462,2 8 9 10 11 13 17 18 22 28 32 39 66 67 70 75 80 93 96 
10100,3 13 18 20 24 32 33 35 36 37 38 46 53 71 82 88 95 96 98 
10461,1 2 8 12 17 18 19 20 21 26 27 30 38 42 47 51 52 58 60 62 69 80 87 91 93 96 100 
10460,13 17 24 25 33 35 36 37 43 47 53 57 58 63 64 65 68 72 73 76 77 81 86 90 99 
10459,8 11 22 23 29 35 47 56 65 70 77 78 82 84 85 96 
10458,3 5 7 12 13 19 21 28 41 44 47 55 56 58 62 69 73 75 78 80 81 93 97 
